sector,stock,last_date,last_close,ma20_value,above_20ma,ma50_value,above_50ma,ma200_value,above_200ma,rsi_value,rsi_above_50,prev_close_5d,weekly_return_pct,weekly_return_positive
Auto Index,ASHOKLEY,2026-03-30,154.13,180.74,0,192.2608,0,153.3553,1,29.6388,0,168.89,-8.7394,0
Auto Index,BAJAJ-AUTO,2026-03-30,8781.5,9257.875,0,9490.89,0,8967.5422,0,39.0934,0,9051.0,-2.9776,0
Auto Index,BHARATFORG,2026-03-30,1674.6,1778.79,0,1671.3955,1,1384.5973,1,34.914,0,1711.5,-2.156,0
Auto Index,BOSCHLTD,2026-03-30,28745.0,31456.5,0,34200.9,0,36564.9261,0,33.1563,0,30390.0,-5.413,0
Auto Index,EICHERMOT,2026-03-30,6586.0,7151.025,0,7359.13,0,6708.3595,0,37.1601,0,6909.0,-4.6751,0
Auto Index,EXIDEIND,2026-03-30,287.9,307.3075,0,323.616,0,369.5515,0,39.3832,0,302.65,-4.8736,0
Auto Index,HEROMOTOCO,2026-03-30,5063.0,5379.525,0,5481.4441,0,5205.0337,0,39.443,0,5275.5,-4.0281,0
Auto Index,M&M,2026-03-30,2954.7,3144.53,0,3375.492,0,3433.3014,0,41.6708,0,3066.1001,-3.6333,0
Auto Index,MARUTI,2026-03-30,12306.0,13232.65,0,14417.86,0,14725.6476,0,33.0704,0,12601.0,-2.3411,0
Auto Index,MOTHERSON,2026-03-30,105.08,116.9867,0,119.77,0,109.273,0,36.1624,0,111.2448,-5.5416,0
Auto Index,SONACOMS,2026-03-30,481.5,503.68,0,505.5121,0,474.9099,1,44.3563,0,506.25,-4.8889,0
Auto Index,TIINDIA,2026-03-30,2517.3,2601.215,0,2493.7616,1,2828.5015,0,44.7799,0,2537.3,-0.7882,0
Auto Index,TMPV,2026-03-30,296.2,328.855,0,351.259,0,,0,34.8945,0,314.1,-5.6988,0
Auto Index,TVSMOTOR,2026-03-30,3363.8,3569.655,0,3677.53,0,3413.372,0,40.241,0,3462.2,-2.8421,0
Auto Index,UNOMINDA,2026-03-30,1031.6,1078.66,0,1145.4931,0,1195.4827,0,43.7945,0,1067.0,-3.3177,0
Bank Index,AUBANK,2026-03-30,842.7,912.5975,0,960.818,0,864.2336,0,35.9234,0,901.5,-6.5225,0
Bank Index,AXISBANK,2026-03-30,1161.3,1256.09,0,1306.194,0,1213.0587,0,33.9077,0,1203.9,-3.5385,0
Bank Index,BANKBARODA,2026-03-30,247.6,284.5775,0,293.828,0,270.174,0,27.0301,0,279.95,-11.5556,0
Bank Index,CANBK,2026-03-30,123.45,139.0025,0,146.2912,0,131.3114,0,33.5466,0,136.44,-9.5207,0
Bank Index,FEDERALBNK,2026-03-30,259.4,272.795,0,280.22,0,236.2341,1,41.0668,0,267.1,-2.8828,0
Bank Index,HDFCBANK,2026-03-30,731.55,821.56,0,884.235,0,958.5572,0,28.9813,0,780.45,-6.2656,0
Bank Index,ICICIBANK,2026-03-30,1205.9,1285.76,0,1348.272,0,1385.9084,0,37.1681,0,1245.4,-3.1717,0
Bank Index,IDFCFIRSTB,2026-03-30,58.85,65.341,0,75.1808,0,75.5253,0,31.1577,0,62.95,-6.5131,0
Bank Index,INDUSINDBK,2026-03-30,752.45,852.33,0,894.419,0,832.9513,0,29.3901,0,818.6,-8.0809,0
Bank Index,KOTAKBANK,2026-03-30,353.4,380.535,0,404.731,0,416.1562,0,31.7249,0,366.75,-3.6401,0
Bank Index,PNB,2026-03-30,100.56,114.04,0,120.7986,0,115.5449,0,31.1019,0,111.53,-9.8359,0
Bank Index,SBIN,2026-03-30,979.4,1087.145,0,1106.855,0,937.9957,1,28.2585,0,1058.0,-7.4291,0
Bank Index,UNIONBANK,2026-03-30,164.2,180.7705,0,181.7264,0,153.0356,1,39.9838,0,177.63,-7.5607,0
Bank Index,YESBANK,2026-03-30,17.25,19.0555,0,20.4624,0,20.9832,0,29.0941,0,18.58,-7.1582,0
CPSE Index,BEL,2026-03-30,400.65,437.0598,0,433.4569,0,408.4356,0,24.867,0,426.1,-5.9728,0
CPSE Index,COALINDIA,2026-03-30,450.45,449.18,1,433.6048,1,388.6061,1,56.3618,1,468.15,-3.7808,0
CPSE Index,COCHINSHIP,2026-03-30,1193.1,1382.345,0,1461.1548,0,1695.5033,0,26.3263,0,1341.5,-11.0622,0
CPSE Index,NBCC,2026-03-30,77.52,84.629,0,93.0601,0,107.2651,0,40.5153,0,83.91,-7.6153,0
CPSE Index,NHPC,2026-03-30,73.72,75.011,0,75.9016,0,79.9057,0,52.6316,1,76.8,-4.0104,0
CPSE Index,NLCINDIA,2026-03-30,268.6,257.7325,1,257.4517,1,246.8846,1,67.7538,1,266.35,0.8448,0
CPSE Index,NTPC,2026-03-30,370.65,378.2125,0,366.6199,1,337.9594,1,45.4766,0,380.95,-2.7038,0
CPSE Index,OIL,2026-03-30,475.45,476.455,0,469.8814,1,428.0335,1,50.6783,1,475.5,-0.0105,0
CPSE Index,ONGC,2026-03-30,284.65,271.7275,1,264.2532,1,240.026,1,65.3718,1,265.4,7.2532,1
CPSE Index,POWERGRID,2026-03-30,296.1,298.0425,0,286.8027,1,278.0819,1,51.3975,1,297.6,-0.504,0
CPSE Index,SJVN,2026-03-30,63.35,69.2535,0,71.6752,0,83.5907,0,36.3592,0,70.08,-9.6033,0
Commodities Index,ADANIENSOL,2026-03-30,934.9,987.6475,0,973.552,0,921.6818,1,42.7502,0,1009.9,-7.4265,0
Commodities Index,ADANIGREEN,2026-03-30,806.9,862.425,0,904.161,0,984.2177,0,40.0547,0,863.1,-6.5114,0
Commodities Index,ADANIPOWER,2026-03-30,150.43,146.491,1,144.1794,1,137.5125,1,63.9891,1,151.54,-0.7325,0
Commodities Index,AMBUJACEM,2026-03-30,401.25,441.8725,0,494.101,0,549.4848,0,33.8432,0,420.55,-4.5892,0
Commodities Index,APLAPOLLO,2026-03-30,1937.0,2030.68,0,2087.69,0,1821.6059,1,38.535,0,1973.1,-1.8296,0
Commodities Index,BPCL,2026-03-30,281.0,317.0875,0,347.1875,0,331.8554,0,22.1853,0,287.8,-2.3627,0
Commodities Index,COALINDIA,2026-03-30,450.45,449.18,1,433.6048,1,388.6061,1,56.3618,1,468.15,-3.7808,0
Commodities Index,GRASIM,2026-03-30,2557.7,2665.22,0,2774.514,0,2784.3994,0,42.3586,0,2616.3,-2.2398,0
Commodities Index,HINDALCO,2026-03-30,884.45,915.9025,0,932.278,0,803.3755,1,38.0682,0,874.25,1.1667,1
Commodities Index,HINDPETRO,2026-03-30,335.4,369.2,0,414.53,0,426.6835,0,31.6536,0,336.3,-0.2676,0
Commodities Index,IOC,2026-03-30,135.4,154.0269,0,162.5823,0,150.4746,0,20.216,0,144.6,-6.3624,0
Commodities Index,JINDALSTEL,2026-03-30,1113.1,1165.49,0,1159.638,0,1045.0183,1,46.6009,0,1186.5,-6.1863,0
Commodities Index,JSWENERGY,2026-03-30,471.6,492.1025,0,483.555,0,506.4907,0,46.981,0,507.05,-6.9914,0
Commodities Index,JSWSTEEL,2026-03-30,1122.5,1177.505,0,1205.894,0,1127.1387,0,41.3606,0,1169.6,-4.027,0
Commodities Index,NHPC,2026-03-30,73.72,75.011,0,75.9016,0,79.9057,0,52.6316,1,76.8,-4.0104,0
Commodities Index,NMDC,2026-03-30,76.27,78.655,0,79.4142,0,73.7445,1,42.6289,0,79.78,-4.3996,0
Commodities Index,NTPC,2026-03-30,370.65,378.2125,0,366.6199,1,337.9594,1,45.4766,0,380.95,-2.7038,0
Commodities Index,OIL,2026-03-30,475.45,476.455,0,469.8814,1,428.0335,1,50.6783,1,475.5,-0.0105,0
Commodities Index,ONGC,2026-03-30,284.65,271.7275,1,264.2532,1,240.026,1,65.3718,1,265.4,7.2532,1
Commodities Index,PIDILITIND,2026-03-30,1285.0,1378.81,0,1432.2,0,1479.5789,0,38.3018,0,1341.3,-4.1974,0
Commodities Index,PIIND,2026-03-30,2718.8,2944.715,0,3065.8731,0,3535.2468,0,30.834,0,2909.5,-6.5544,0
Commodities Index,RELIANCE,2026-03-30,1343.9,1390.585,0,1410.42,0,1446.2813,0,30.8098,0,1414.4,-4.9844,0
Commodities Index,SHREECEM,2026-03-30,23020.0,24008.75,0,25764.8,0,28074.1043,0,45.7078,0,23535.0,-2.1882,0
Commodities Index,SRF,2026-03-30,2438.0,2519.955,0,2693.8958,0,2920.0158,0,44.6642,0,2454.5,-0.6722,0
Commodities Index,TATAPOWER,2026-03-30,378.75,386.0325,0,375.133,1,386.7063,0,53.1469,1,402.4,-5.8772,0
Commodities Index,TATASTEEL,2026-03-30,191.86,195.079,0,197.4648,0,175.0368,1,50.6805,1,196.77,-2.4953,0
Commodities Index,TORNTPOWER,2026-03-30,1305.8,1444.465,0,1423.4735,0,1336.6718,0,34.2139,0,1450.7,-9.9883,0
Commodities Index,ULTRACEMCO,2026-03-30,10745.0,11355.65,0,12173.52,0,12100.2548,0,42.7591,0,10934.0,-1.7286,0
Commodities Index,UPL,2026-03-30,567.95,617.865,0,681.22,0,703.0894,0,35.1934,0,625.55,-9.2079,0
Commodities Index,VEDL,2026-03-30,654.8,690.49,0,689.375,0,534.2997,1,34.7995,0,672.2,-2.5885,0
Consumer Durables Index,AMBER,2026-03-30,6549.0,7042.075,0,6892.06,0,7253.005,0,36.7726,0,6654.5,-1.5854,0
Consumer Durables Index,BATAINDIA,2026-03-30,607.5,692.175,0,790.868,0,1033.8299,0,24.6019,0,663.3,-8.4125,0
Consumer Durables Index,BLUESTARCO,2026-03-30,1610.7,1813.59,0,1846.068,0,1825.2008,0,31.0927,0,1708.6,-5.7298,0
Consumer Durables Index,CENTURYPLY,2026-03-30,701.5,685.075,1,735.25,0,763.077,0,55.8972,1,650.9,7.7738,1
Consumer Durables Index,CERA,2026-03-30,4562.7002,4691.58,0,4926.348,0,5816.1627,0,50.4615,1,4753.7002,-4.0179,0
Consumer Durables Index,CROMPTON,2026-03-30,223.6,244.15,0,247.2142,0,287.363,0,34.7414,0,243.15,-8.0403,0
Consumer Durables Index,DIXON,2026-03-30,9673.0,10275.55,0,10692.1,0,14247.3455,0,48.6738,0,10342.0,-6.4688,0
Consumer Durables Index,HAVELLS,2026-03-30,1190.6,1309.01,0,1343.7388,0,1457.4843,0,31.3263,0,1281.2,-7.0715,0
Consumer Durables Index,KAJARIACER,2026-03-30,920.1,932.205,0,943.239,0,1090.894,0,47.9228,0,951.35,-3.2848,0
Consumer Durables Index,KALYANKJIL,2026-03-30,375.9,387.2,0,398.846,0,487.0225,0,44.4726,0,382.7,-1.7769,0
Consumer Durables Index,PGEL,2026-03-30,469.9,538.485,0,565.553,0,607.9454,0,39.0065,0,512.75,-8.3569,0
Consumer Durables Index,TITAN,2026-03-30,3951.3999,4112.025,0,4137.166,0,3785.7089,1,39.4475,0,4106.6001,-3.7793,0
Consumer Durables Index,VGUARD,2026-03-30,315.05,317.4625,0,322.056,0,351.8403,0,56.2086,1,324.85,-3.0168,0
Consumer Durables Index,VOLTAS,2026-03-30,1272.8,1406.1,0,1426.072,0,1383.2371,0,33.6659,0,1324.5,-3.9034,0
Consumer Durables Index,WHIRLPOOL,2026-03-30,789.7,849.92,0,849.76,0,1131.1459,0,34.3195,0,836.35,-5.5778,0
Consumption Index,ADANIPOWER,2026-03-30,150.43,146.491,1,144.1794,1,137.5125,1,63.9891,1,151.54,-0.7325,0
Consumption Index,APOLLOHOSP,2026-03-30,7419.0,7567.65,0,7380.9131,1,7422.347,0,38.189,0,7364.5,0.74,0
Consumption Index,ASIANPAINT,2026-03-30,2165.2,2238.39,0,2393.194,0,2514.7328,0,45.5305,0,2195.3999,-1.3756,0
Consumption Index,BAJAJ-AUTO,2026-03-30,8781.5,9257.875,0,9490.89,0,8967.5422,0,39.0934,0,9051.0,-2.9776,0
Consumption Index,BHARTIARTL,2026-03-30,1782.4,1838.425,0,1931.66,0,1973.7523,0,38.1568,0,1846.1,-3.4505,0
Consumption Index,BRITANNIA,2026-03-30,5423.0,5781.1,0,5890.11,0,5849.2383,0,29.391,0,5618.5,-3.4796,0
Consumption Index,DIXON,2026-03-30,9673.0,10275.55,0,10692.1,0,14247.3455,0,48.6738,0,10342.0,-6.4688,0
Consumption Index,DLF,2026-03-30,504.1,554.04,0,603.102,0,721.2308,0,31.81,0,540.75,-6.7776,0
Consumption Index,DMART,2026-03-30,3956.8,3848.655,1,3831.298,1,4110.132,0,49.3895,0,3770.8,4.9326,1
Consumption Index,EICHERMOT,2026-03-30,6586.0,7151.025,0,7359.13,0,6708.3595,0,37.1601,0,6909.0,-4.6751,0
Consumption Index,ETERNAL,2026-03-30,228.98,232.4455,0,259.4582,0,290.7501,0,49.6842,0,232.29,-1.4249,0
Consumption Index,GODREJCP,2026-03-30,984.8,1068.085,0,1148.1012,0,1174.0508,0,33.2043,0,1017.6,-3.2233,0
Consumption Index,HAVELLS,2026-03-30,1190.6,1309.01,0,1343.7388,0,1457.4843,0,31.3263,0,1281.2,-7.0715,0
Consumption Index,HEROMOTOCO,2026-03-30,5063.0,5379.525,0,5481.4441,0,5205.0337,0,39.443,0,5275.5,-4.0281,0
Consumption Index,HINDUNILVR,2026-03-30,2055.2,2163.73,0,2288.144,0,2403.4031,0,32.2646,0,2082.7,-1.3204,0
Consumption Index,INDHOTEL,2026-03-30,570.95,618.625,0,654.264,0,721.2593,0,40.0924,0,615.55,-7.2455,0
Consumption Index,INDIGO,2026-03-30,3943.5,4282.145,0,4630.02,0,5370.3371,0,41.2956,0,4149.1001,-4.9553,0
Consumption Index,ITC,2026-03-30,287.7,303.3075,0,312.9483,0,375.8417,0,32.5382,0,299.95,-4.084,0
Consumption Index,M&M,2026-03-30,2954.7,3144.53,0,3375.492,0,3433.3014,0,41.6708,0,3066.1001,-3.6333,0
Consumption Index,MARUTI,2026-03-30,12306.0,13232.65,0,14417.86,0,14725.6476,0,33.0704,0,12601.0,-2.3411,0
Consumption Index,MAXHEALTH,2026-03-30,962.3,1007.6525,0,1022.29,0,1130.8371,0,28.8009,0,964.8,-0.2591,0
Consumption Index,NAUKRI,2026-03-30,967.7,980.95,0,1107.8007,0,1306.0063,0,46.4634,0,978.2,-1.0734,0
Consumption Index,NESTLEIND,2026-03-30,1174.8,1219.04,0,1267.1556,0,1223.8008,0,33.3697,0,1193.6,-1.5751,0
Consumption Index,TATACONSUM,2026-03-30,1014.8,1078.305,0,1126.052,0,1125.843,0,31.2366,0,1050.2,-3.3708,0
Consumption Index,TATAPOWER,2026-03-30,378.75,386.0325,0,375.133,1,386.7063,0,53.1469,1,402.4,-5.8772,0
Consumption Index,TITAN,2026-03-30,3951.3999,4112.025,0,4137.166,0,3785.7089,1,39.4475,0,4106.6001,-3.7793,0
Consumption Index,TRENT,2026-03-30,3295.8,3594.08,0,3830.258,0,4642.9445,0,32.9078,0,3559.6001,-7.4109,0
Consumption Index,TVSMOTOR,2026-03-30,3363.8,3569.655,0,3677.53,0,3413.372,0,40.241,0,3462.2,-2.8421,0
Consumption Index,UNITDSPR,2026-03-30,1218.8,1325.91,0,1353.043,0,1365.624,0,33.3495,0,1300.1,-6.2534,0
Consumption Index,VBL,2026-03-30,384.1,415.89,0,445.101,0,467.5649,0,27.8945,0,401.45,-4.3218,0
Energy Index,ABB,2026-03-30,5941.5,6150.275,0,5769.49,1,5432.7641,1,48.7508,0,6297.0,-5.6455,0
Energy Index,ADANIENSOL,2026-03-30,934.9,987.6475,0,973.552,0,921.6818,1,42.7502,0,1009.9,-7.4265,0
Energy Index,ADANIGREEN,2026-03-30,806.9,862.425,0,904.161,0,984.2177,0,40.0547,0,863.1,-6.5114,0
Energy Index,ADANIPOWER,2026-03-30,150.43,146.491,1,144.1794,1,137.5125,1,63.9891,1,151.54,-0.7325,0
Energy Index,AEGISLOG,2026-03-30,598.65,627.765,0,669.335,0,733.1161,0,36.3095,0,611.7,-2.1334,0
Energy Index,ATGL,2026-03-30,509.95,519.5225,0,527.351,0,595.2532,0,55.9807,1,551.9,-7.601,0
Energy Index,BHEL,2026-03-30,245.5,257.23,0,259.492,0,254.8327,0,44.6717,0,262.05,-6.3156,0
Energy Index,BPCL,2026-03-30,281.0,317.0875,0,347.1875,0,331.8554,0,22.1853,0,287.8,-2.3627,0
Energy Index,CASTROLIND,2026-03-30,173.52,179.6871,0,180.395,0,191.7406,0,33.5791,0,182.09,-4.7065,0
Energy Index,CESC,2026-03-30,150.17,153.9725,0,152.4778,0,162.6391,0,49.9273,0,152.74,-1.6826,0
Energy Index,CGPOWER,2026-03-30,655.05,698.345,0,666.6208,0,688.2899,0,39.4593,0,681.6,-3.8952,0
Energy Index,COALINDIA,2026-03-30,450.45,449.18,1,433.6048,1,388.6061,1,56.3618,1,468.15,-3.7808,0
Energy Index,ENRIN,2026-03-30,2565.5,2818.575,0,2674.0564,0,,0,31.2832,0,2791.2,-8.0861,0
Energy Index,GAIL,2026-03-30,137.71,148.4025,0,156.8185,0,168.7968,0,36.2795,0,142.87,-3.6117,0
Energy Index,GSPL,2026-03-30,229.65,266.675,0,288.903,0,303.3099,0,24.7894,0,254.75,-9.8528,0
Energy Index,GUJGASLTD,2026-03-30,307.25,366.595,0,394.87,0,419.9015,0,20.1107,0,354.6,-13.3531,0
Energy Index,GVT&D,2026-03-30,3640.3999,3716.675,0,3475.772,1,2969.4018,1,45.6554,0,3678.8999,-1.0465,0
Energy Index,HINDPETRO,2026-03-30,335.4,369.2,0,414.53,0,426.6835,0,31.6536,0,336.3,-0.2676,0
Energy Index,IGL,2026-03-30,145.62,156.3375,0,165.47,0,192.5309,0,38.0803,0,156.63,-7.0293,0
Energy Index,INOXWIND,2026-03-30,75.49,81.84,0,95.7056,0,134.1721,0,41.8,0,81.84,-7.759,0
Energy Index,IOC,2026-03-30,135.4,154.0269,0,162.5823,0,150.4746,0,20.216,0,144.6,-6.3624,0
Energy Index,JPPOWER,2026-03-30,14.04,14.4615,0,14.8832,0,17.8154,0,53.8818,1,16.36,-14.1809,0
Energy Index,JSWENERGY,2026-03-30,471.6,492.1025,0,483.555,0,506.4907,0,46.981,0,507.05,-6.9914,0
Energy Index,MGL,2026-03-30,927.7,1026.32,0,1072.9179,0,1221.6777,0,22.1574,0,967.1,-4.074,0
Energy Index,NHPC,2026-03-30,73.72,75.011,0,75.9016,0,79.9057,0,52.6316,1,76.8,-4.0104,0
Energy Index,NLCINDIA,2026-03-30,268.6,257.7325,1,257.4517,1,246.8846,1,67.7538,1,266.35,0.8448,0
Energy Index,NTPC,2026-03-30,370.65,378.2125,0,366.6199,1,337.9594,1,45.4766,0,380.95,-2.7038,0
Energy Index,OIL,2026-03-30,475.45,476.455,0,469.8814,1,428.0335,1,50.6783,1,475.5,-0.0105,0
Energy Index,ONGC,2026-03-30,284.65,271.7275,1,264.2532,1,240.026,1,65.3718,1,265.4,7.2532,1
Energy Index,PETRONET,2026-03-30,248.45,277.62,0,287.705,0,280.38,0,36.5505,0,257.65,-3.5707,0
Energy Index,POWERGRID,2026-03-30,296.1,298.0425,0,286.8027,1,278.0819,1,51.3975,1,297.6,-0.504,0
Energy Index,POWERINDIA,2026-03-30,24235.0,24927.35,0,22282.82,1,20064.8517,1,42.6059,0,25025.0,-3.1568,0
Energy Index,RELIANCE,2026-03-30,1343.9,1390.585,0,1410.42,0,1446.2813,0,30.8098,0,1414.4,-4.9844,0
Energy Index,RPOWER,2026-03-30,20.36,22.355,0,25.7924,0,42.0469,0,41.9658,0,22.62,-9.9912,0
Energy Index,SIEMENS,2026-03-30,2935.0,3177.1,0,3139.656,0,3155.9645,0,34.7039,0,3129.6001,-6.218,0
Energy Index,SJVN,2026-03-30,63.35,69.2535,0,71.6752,0,83.5907,0,36.3592,0,70.08,-9.6033,0
Energy Index,SUZLON,2026-03-30,39.56,41.0665,0,44.4072,0,54.7655,0,49.7881,0,41.95,-5.6973,0
Energy Index,TATAPOWER,2026-03-30,378.75,386.0325,0,375.133,1,386.7063,0,53.1469,1,402.4,-5.8772,0
Energy Index,THERMAX,2026-03-30,3260.7,3175.39,1,3047.166,1,3198.8624,1,63.3907,1,3227.3999,1.0318,1
Energy Index,TORNTPOWER,2026-03-30,1305.8,1444.465,0,1423.4735,0,1336.6718,0,34.2139,0,1450.7,-9.9883,0
FMCG index,BRITANNIA,2026-03-30,5423.0,5781.1,0,5890.11,0,5849.2383,0,29.391,0,5618.5,-3.4796,0
FMCG index,COLPAL,2026-03-30,1788.7,2015.785,0,2100.968,0,2204.4363,0,20.5543,0,1896.1,-5.6643,0
FMCG index,DABUR,2026-03-30,410.45,456.815,0,490.389,0,502.8531,0,27.2543,0,430.7,-4.7016,0
FMCG index,EMAMILTD,2026-03-30,393.4,427.3025,0,463.7594,0,526.6532,0,21.5147,0,402.75,-2.3215,0
FMCG index,GODREJCP,2026-03-30,984.8,1068.085,0,1148.1012,0,1174.0508,0,33.2043,0,1017.6,-3.2233,0
FMCG index,HINDUNILVR,2026-03-30,2055.2,2163.73,0,2288.144,0,2403.4031,0,32.2646,0,2082.7,-1.3204,0
FMCG index,ITC,2026-03-30,287.7,303.3075,0,312.9483,0,375.8417,0,32.5382,0,299.95,-4.084,0
FMCG index,MARICO,2026-03-30,735.95,759.2875,0,760.699,0,731.8253,1,35.0516,0,744.3,-1.1219,0
FMCG index,NESTLEIND,2026-03-30,1174.8,1219.04,0,1267.1556,0,1223.8008,0,33.3697,0,1193.6,-1.5751,0
FMCG index,PATANJALI,2026-03-30,459.75,487.1225,0,505.828,0,560.6593,0,35.8627,0,474.6,-3.129,0
FMCG index,RADICO,2026-03-30,2629.3,2699.49,0,2757.012,0,2911.7075,0,43.0154,0,2660.5,-1.1727,0
FMCG index,TATACONSUM,2026-03-30,1014.8,1078.305,0,1126.052,0,1125.843,0,31.2366,0,1050.2,-3.3708,0
FMCG index,UBL,2026-03-30,1540.0,1621.55,0,1569.842,0,1751.616,0,17.7161,0,1568.9,-1.8421,0
FMCG index,UNITDSPR,2026-03-30,1218.8,1325.91,0,1353.043,0,1365.624,0,33.3495,0,1300.1,-6.2534,0
FMCG index,VBL,2026-03-30,384.1,415.89,0,445.101,0,467.5649,0,27.8945,0,401.45,-4.3218,0
Financial Services Index,AXISBANK,2026-03-30,1161.3,1256.09,0,1306.194,0,1213.0587,0,33.9077,0,1203.9,-3.5385,0
Financial Services Index,BAJAJFINSV,2026-03-30,1631.8,1791.845,0,1920.742,0,2001.5913,0,29.4935,0,1710.3,-4.5898,0
Financial Services Index,BAJFINANCE,2026-03-30,801.55,890.04,0,940.547,0,964.388,0,30.4721,0,830.55,-3.4917,0
Financial Services Index,BSE,2026-03-30,2683.5,2800.59,0,2819.122,0,2601.618,1,45.91,0,2806.1001,-4.3691,0
Financial Services Index,CHOLAFIN,2026-03-30,1354.7,1535.315,0,1630.2164,0,1615.2001,0,28.128,0,1440.5,-5.9563,0
Financial Services Index,HDFCBANK,2026-03-30,731.55,821.56,0,884.235,0,958.5572,0,28.9813,0,780.45,-6.2656,0
Financial Services Index,HDFCLIFE,2026-03-30,590.6,643.3425,0,690.483,0,746.0441,0,28.1714,0,623.65,-5.2995,0
Financial Services Index,ICICIBANK,2026-03-30,1205.9,1285.76,0,1348.272,0,1385.9084,0,37.1681,0,1245.4,-3.1717,0
Financial Services Index,ICICIGI,2026-03-30,1710.6,1826.08,0,1859.754,0,1922.2422,0,20.3575,0,1777.2,-3.7475,0
Financial Services Index,ICICIPRULI,2026-03-30,509.55,584.1525,0,624.084,0,625.2915,0,14.1465,0,552.1,-7.7069,0
Financial Services Index,JIOFIN,2026-03-30,224.1,238.2125,0,253.156,0,294.9333,0,44.7923,0,239.3,-6.3519,0
Financial Services Index,KOTAKBANK,2026-03-30,353.4,380.535,0,404.731,0,416.1562,0,31.7249,0,366.75,-3.6401,0
Financial Services Index,LICHSGFIN,2026-03-30,495.25,502.03,0,513.44,0,554.4651,0,48.2795,0,486.15,1.8719,1
Financial Services Index,MUTHOOTFIN,2026-03-30,3160.1001,3291.7,0,3550.852,0,3232.735,0,46.3831,0,3315.8999,-4.6986,0
Financial Services Index,PFC,2026-03-30,379.5,403.9958,0,395.7913,0,384.7435,0,46.14,0,409.6,-7.3486,0
Financial Services Index,RECLTD,2026-03-30,305.1,329.5338,0,345.8391,0,358.4765,0,42.8109,0,330.5,-7.6853,0
Financial Services Index,SBICARD,2026-03-30,635.45,703.773,0,747.6591,0,843.4574,0,31.4276,0,688.75,-7.7387,0
Financial Services Index,SBILIFE,2026-03-30,1777.3,1913.6485,0,1988.4873,0,1915.0602,0,32.86,0,1896.9,-6.305,0
Financial Services Index,SBIN,2026-03-30,979.4,1087.145,0,1106.855,0,937.9957,1,28.2585,0,1058.0,-7.4291,0
Financial Services Index,SHRIRAMFIN,2026-03-30,872.1,986.29,0,1013.958,0,797.7575,1,38.0676,0,938.6,-7.085,0
Healthcare Index,ABBOTINDIA,2026-03-30,25915.0,26720.25,0,26918.6,0,29848.7214,0,39.2555,0,26715.0,-2.9946,0
Healthcare Index,ALKEM,2026-03-30,5299.0,5409.925,0,5534.2752,0,5360.7347,0,42.9878,0,5257.5,0.7893,0
Healthcare Index,APOLLOHOSP,2026-03-30,7419.0,7567.65,0,7380.9131,1,7422.347,0,38.189,0,7364.5,0.74,0
Healthcare Index,AUROPHARMA,2026-03-30,1304.4,1269.51,1,1208.966,1,1152.3511,1,61.7152,1,1291.4,1.0067,1
Healthcare Index,BIOCON,2026-03-30,360.9,381.1875,0,377.74,0,374.5607,0,35.8685,0,380.95,-5.2632,0
Healthcare Index,CIPLA,2026-03-30,1224.2,1289.285,0,1322.552,0,1472.7612,0,25.0742,0,1256.4,-2.5629,0
Healthcare Index,DIVISLAB,2026-03-30,5947.0,6179.875,0,6176.18,0,6349.6224,0,28.3616,0,6100.0,-2.5082,0
Healthcare Index,DRREDDY,2026-03-30,1254.9,1290.335,0,1262.436,0,1263.0167,0,44.4367,0,1298.9,-3.3875,0
Healthcare Index,FORTIS,2026-03-30,795.0,855.23,0,873.811,0,901.8498,0,32.2861,0,822.05,-3.2906,0
Healthcare Index,GLENMARK,2026-03-30,2131.7,2150.84,0,2060.776,1,1977.0623,1,50.9867,1,2180.1001,-2.2201,0
Healthcare Index,IPCALAB,2026-03-30,1601.2,1536.765,1,1496.958,1,1417.3612,1,74.2379,1,1544.9,3.6442,1
Healthcare Index,LAURUSLABS,2026-03-30,992.7,1010.885,0,1011.36,0,930.6018,1,45.7622,0,987.2,0.5571,0
Healthcare Index,LUPIN,2026-03-30,2313.8999,2317.085,0,2244.816,1,2055.5281,1,51.4778,1,2322.5,-0.3703,0
Healthcare Index,MANKIND,2026-03-30,2005.8,2117.795,0,2109.338,0,2327.2277,0,37.1134,0,2000.0,0.29,0
Healthcare Index,MAXHEALTH,2026-03-30,962.3,1007.6525,0,1022.29,0,1130.8371,0,28.8009,0,964.8,-0.2591,0
Healthcare Index,PPLPHARMA,2026-03-30,136.54,144.972,0,154.256,0,183.0314,0,37.0872,0,138.35,-1.3083,0
Healthcare Index,SUNPHARMA,2026-03-30,1757.2,1781.61,0,1720.3484,1,1687.119,1,40.3163,0,1777.1,-1.1198,0
Healthcare Index,SYNGENE,2026-03-30,389.9,408.21,0,456.017,0,601.4684,0,46.8423,0,414.75,-5.9916,0
Healthcare Index,TORNTPHARM,2026-03-30,4220.2002,4318.98,0,4171.9773,1,3732.4577,1,38.4046,0,4270.2002,-1.1709,0
Healthcare Index,ZYDUSLIFE,2026-03-30,871.2,899.5625,0,898.466,0,948.7734,0,40.8816,0,890.5,-2.1673,0
IT Index,COFORGE,2026-03-30,1114.7,1127.465,0,1366.652,0,1665.4553,0,41.5302,0,1089.3,2.3318,1
IT Index,HCLTECH,2026-03-30,1341.6,1353.02,0,1488.996,0,1531.3148,0,46.6797,0,1333.7,0.5923,0
